,title,address,date_added,bedroom,bathroom,toilet,parking_space,price
935,3 bedroom flat for rent,"Nitel Estate, Cappa, Ilupeju, Lagos",Added on 26 Oct 2020,3,1,1,,1200000.00
936,3 bedroom flat for rent,"Olokonla, Ajah, Lagos",Added on 26 Oct 2020,1,3,1,,1500000.00
937,2 bedroom flat for rent,"Ogidan, Sangotedo, Ajah, Lagos",Added on 26 Oct 2020,3,1,1,,1000000.00
938,3 bedroom flat for rent,"Off Admiralty Way, Lekki Expressway, Lekki, Lagos",Added on 26 Oct 2020,2,4,1,,3500000.00
939,3 bedroom flat for rent,"Osapa, Lekki, Lagos",Added on 26 Oct 2020,2,3,1,,1900000.00
940,1 bedroom mini flat for rent,"Ayodele Street, Bariga, Shomolu, Lagos",Added on 26 Oct 2020,2,4,1,,350000.00
941,3 bedroom flat for rent,"Off Ahmadu Bello Way, Victoria Island (VI), Lagos",Added on 26 Oct 2020,2,1,5,,10500000.00
942,3 bedroom flat for rent,"Off Bishop Aboyade Cole Street, Victoria Island (VI), Lagos",Added on 20 Oct 2020,3,1,4,,12000000.00
943,Self contained (single rooms) for rent,"Sangotedo, Ajah, Lagos",Added on 26 Oct 2020,1,1,4,,250000.00
944,2 bedroom flat for rent,"Shelewu Road, Igbogbo, Ikorodu, Lagos",Added on 26 Oct 2020,3,1,1,,250000.00
945,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 26 Oct 2020,3,3,1,,400000.00
946,2 bedroom flat for rent,"Osapa London, Osapa, Lekki, Lagos",Added on 26 Oct 2020,1,1,4,,1600000.00
947,1 bedroom mini flat for rent,"Agunfoye, Igbogbo, Ikorodu, Lagos",Added on 24 Mar 2019,2,3,2,,200000.00
948,3 bedroom flat for rent,"Osapa London, Osapa, Lekki, Lagos",Added on 21 Jul 2019,3,3,3,,1900000.00
949,3 bedroom flat for rent,"Lekki Right, Lekki, Lagos",Added on 09 Oct 2020,2,4,1,,3500000.00
950,1 bedroom mini flat for rent,"Eleganza Gardens (opp Vgc), Lekki, Lagos",Added on 04 Aug 2020,3,3,4,,1200000.00
951,1 bedroom mini flat for rent,"Agunigi Chevron, Lekki, Lagos",Added on 26 Oct 2020,,1,2,,1200000.00
952,2 bedroom flat for rent,"United Estate, Sangotedo, Ajah, Lagos",Added on 26 Oct 2020,,2,5,,600000.00
953,3 bedroom flat for rent,"Parkview Estate, Ikoyi, Lagos",Added on 26 Oct 2020,,1,4,,4000000.00
954,3 bedroom flat for rent,"Oral Estate, Ikota, Lekki, Lagos",Added on 25 Oct 2020,,3,4,,2500000.00
955,Self contained (single rooms) for rent,"Jakande, Jakande, Lekki, Lagos",Added on 13 Oct 2020,,3,1,,600000.00
956,Self contained (single rooms) for rent,"Idado, Idado, Lekki, Lagos",Added on 09 Oct 2020,,3,1,,600000.00
957,2 bedroom flat for rent,"Ado, Ajah, Lagos",Added on 09 Oct 2020,,3,1,,600000.00
958,3 bedroom flat for rent,"Berny Close Off Shoprite Road, Osapa, Lekki, Lagos",Added on 09 Oct 2020,,2,4,,2000000.00
959,3 bedroom flat for rent,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos",Added on 26 Oct 2020,,3,1,,8000000.00
960,3 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 09 Jul 2020,,3,4,,5000000.00
961,4 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 04 Jul 2020,,3,4,,8200000.00
962,3 bedroom flat for rent,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos",Added on 26 Oct 2020,,4,4,,7500000.00
963,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 25 Oct 2020,,1,4,,5000000.00
964,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 25 Oct 2020,,3,1,,16000000.00
965,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 25 Oct 2020,,3,2,,8000000.00
966,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 25 Oct 2020,,3,1,,3500000.00
967,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 25 Oct 2020,,1,4,,8000000.00
968,4 bedroom flat for rent,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos",Added on 25 Oct 2020,,3,4,,11500000.00
969,3 bedroom flat for rent,"Off Palace Road, Oniru Estate, Oniru, Victoria Island (VI), Lagos",Added on 25 Oct 2020,,1,3,,5500000.00
970,1 bedroom mini flat for rent,"Sangotedo, Ajah, Lagos",Added on 25 Oct 2020,,4,3,,800000.00
971,3 bedroom flat for rent,"Off Gerrard Road, Old Ikoyi, Ikoyi, Lagos",Added on 25 Oct 2020,,1,3,,7500000.00
972,2 bedroom flat for rent,"Isaac John Street, Fadeyi, Shomolu, Lagos",Added on 10 Oct 2020,,2,4,,1000000.00
973,3 bedroom flat for rent,"Off Aso Street, Parkview Estate, Parkview, Ikoyi, Lagos",Added on 29 Sep 2020,,1,4,,6000000.00
974,3 bedroom flat for rent,"Mobil Road, Ilaje, Ajah, Lagos",Added on 25 Oct 2020,,3,4,,1700000.00
975,2 bedroom flat for rent,"Golf Estate, Lakowe, Ibeju Lekki, Lagos",Added on 20 Sep 2020,,1,4,,650000.00
976,1 bedroom mini flat for rent,"An Estate,ogidan, Sangotedo, Ajah, Lagos",Added on 25 Oct 2020,,3,2,,600000.00
977,Self contained (single rooms) for rent,"Yaba, Lagos",Added on 11 Mar 2020,,4,4,,700000.00
978,2 bedroom flat for rent,"Harmony Estate, Opic, Isheri North, Lagos",Added on 05 Oct 2020,,4,4,,900000.00
979,2 bedroom flat for rent,"Gra, Opic, Isheri North, Lagos",Added on 25 Oct 2020,,5,4,,900000.00
980,3 bedroom flat for rent,"Visage Apartments Off Ahmadu Bello Way, Victoria Island (VI), Lagos",Added on 22 Jun 2020,,2,1,,10000000.00
981,3 bedroom flat for rent,"Ogba, Ikeja, Lagos",Added on 16 Oct 2020,,1,4,,1500000.00
982,3 bedroom flat for rent,"Mobil Road, Ajah, Lagos",Added on 26 Sep 2020,,3,1,,1500000.00
983,1 bedroom mini flat for rent,"Cluster One Estate, Ikota, Lekki, Lagos",Added on 24 Oct 2020,,2,5,,1200000.00
984,3 bedroom flat for rent,"By Commercial Avenue, Close To Ozone Cinemas, Sabo, Yaba, Lagos",Added on 24 Oct 2020,,1,2,,1300000.00
985,Self contained (single rooms) for rent,"Cluster One, Ikota, Lekki, Lagos",Added on 24 Oct 2020,,3,3,,1100000.00
986,Self contained (single rooms) for rent,"Cluster One Estate, Ikota, Lekki, Lagos",Added on 03 Oct 2020,,3,1,,700000.00
987,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 13 Aug 2020,,2,4,,300000.00
988,Self contained (single rooms) for rent,"Cluster One Estate, Ikota, Lekki, Lagos",Added on 24 Oct 2020,,1,1,,650000.00
989,4 bedroom flat for rent,"Lekki, Lagos",Added on 24 Oct 2020,,2,4,,2800000.00
990,3 bedroom flat for rent,"VGC, Lekki, Lagos",Added on 17 Aug 2020,,3,4,,2500000.00
991,3 bedroom flat for rent,"Opic, GRA, Isheri North, Lagos",Added on 24 Oct 2020,,3,5,,850000.00
992,Self contained (single rooms) for rent,"By Nipco Okeira Nla, Ajah, Lagos",Added on 24 Oct 2020,,3,6,,200000.00
993,Self contained (single rooms) for rent,"Abayomi Durosinmi Etti, Lekki, Lagos",Added on 24 Oct 2020,,3,3,,650000.00
994,3 bedroom flat for rent,"Osapa, Lekki, Lagos",Added on 18 Oct 2020,,3,1,,1900000.00
995,2 bedroom flat for rent,"Off Ahmadu Bello Way, Victoria Island (VI), Lagos",Added on 09 Oct 2020,,1,4,,8500000.00
996,2 bedroom flat for rent,"Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",Added on 15 Oct 2020,,3,2,,8000000.00
997,Self contained (single rooms) for rent,"Along Ado Road, Ajah, Lagos",Added on 20 Oct 2020,,3,2,,350000.00
998,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 23 Oct 2020,,3,4,,3500000.00
999,Self contained (single rooms) for rent,"Esther Adeleke, Lekki, Lagos",Added on 23 Oct 2020,,2,3,,750000.00
1000,4 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 23 Oct 2020,,1,3,,20000000.00
1001,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 23 Oct 2020,,1,1,,15000000.00
1002,3 bedroom flat for rent,"Sabo, Yaba, Lagos",Added on 23 Oct 2020,,3,3,,1700000.00
1003,1 bedroom mini flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 23 Oct 2020,,1,3,,1500000.00
1004,1 bedroom self contained (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",Added on 03 Jun 2020,,1,4,,1500000.00
1005,Self contained (single rooms) for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 21 Oct 2020,,3,4,,900000.00
1006,1 bedroom self contained (single rooms) for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 19 Oct 2020,,3,4,,800000.00
1007,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 14 Oct 2020,,2,4,,3000000.00
1008,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 22 Oct 2020,,3,1,,300000.00
1009,3 bedroom flat for rent,"Victoria Island, Victoria Island (VI), Lagos",Added on 22 Oct 2020,,3,4,,5000000.00
1010,3 bedroom flat for rent,"Ikeja GRA, Ikeja, Lagos",Added on 22 Oct 2020,,3,4,,8000000.00
1011,3 bedroom flat for rent,"Ogba, Ikeja, Lagos",Added on 08 Oct 2020,,3,4,,1500000.00
1012,3 bedroom flat for rent,"Opposite Zenith Bank, Aguda, Ogba, Ikeja, Lagos",Added on 05 Oct 2020,,3,3,,1500000.00
1013,Self contained (single rooms) for rent,"Ori-oke, Ogudu, Lagos",Added on 16 Oct 2020,,3,2,,350000.00
1014,3 bedroom flat for rent,"Shomolu, Lagos",Added on 16 Oct 2020,,1,1,,700000.00
1015,Self contained (single rooms) for rent,"Osapa, Lekki, Lagos",Added on 22 Oct 2020,,3,4,,450000.00
1016,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 22 Oct 2020,,2,1,,7000000.00
1017,3 bedroom flat for rent,"Thomas Estate, Ajiwe, Ajah, Lagos",Added on 22 Aug 2020,,1,4,,1300000.00
1018,3 bedroom flat for rent,"Lbs, Lekki, Lagos",Added on 20 Jan 2020,,2,4,,1700000.00
1019,2 bedroom flat for rent,"Lbs, Lekki, Lagos",Added on 25 Feb 2020,,2,3,,1500000.00
1020,2 bedroom flat for rent,"1004 Estates, Victoria Island (VI), Lagos",Added on 07 Aug 2020,,4,4,,3000000.00
1021,3 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 21 Oct 2020,,4,4,,3500000.00
1022,3 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 21 Oct 2020,,3,4,,4000000.00
1023,3 bedroom flat for rent,"Kingdom Hall Bus Stop Majek, Sangotedo, Ajah, Lagos",Added on 21 Oct 2020,,2,4,,700000.00
1024,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 21 Sep 2020,,1,4,,5000000.00
1025,1 bedroom flat for rent,"Erajuwa, Oke Afa, Isolo, Lagos",Added on 20 Oct 2020,,1,4,,350000.00
1026,3 bedroom flat for rent,"Estate, Allen, Ikeja, Lagos",Added on 20 Oct 2020,,1,2,,1800000.00
1027,3 bedroom flat for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Added on 20 Oct 2020,,1,4,,3500000.00
1028,3 bedroom flat for rent,"Ado Road, Ajah, Lagos",Added on 20 Oct 2020,,1,3,,1500000.00
1029,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 20 Oct 2020,,3,1,,300000.00
1030,3 bedroom flat for rent,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos",Added on 20 Oct 2020,,3,2,,6000000.00
1031,Self contained (single rooms) for rent,"Greenland Estate, Along Lagos Business School Road ( Lbs), Ajiwe, Ajah, Lagos",Added on 20 Oct 2020,,2,2,,600000.00
1032,4 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 20 Oct 2020,,3,5,,15000000.00
1033,1 bedroom mini flat for rent,"Sangotedo, Ajah, Lagos",Added on 20 Oct 2020,,1,3,,600000.00
1034,2 bedroom flat for rent,"Atlantic View Estate, New Road, Igbo Efon, Lekki, Lagos",Added on 20 Oct 2020,,4,4,,30000000.00
1035,1 bedroom mini flat for rent,"Abijo Gra, Palmsbay Estate, Abijo, Lekki, Lagos",Added on 29 Sep 2020,,2,3,,250000.00
1036,3 bedroom flat for rent,"Chevron Drive, Lekki Phase 2, Lekki, Lagos",Added on 20 Oct 2020,,3,1,,2500000.00
1037,Self contained (single rooms) for rent,"Lekki County, Lekki Expressway, Lekki, Lagos",Added on 20 Oct 2020,,3,1,,400000.00
1038,3 bedroom flat for rent,"Orchid Road, Lekki, Lagos",Added on 20 Oct 2020,,1,1,,2600000.00
1039,4 bedroom flat for rent,"Agiliti Estate, Mile 12, Kosofe, Lagos",Added on 20 Oct 2020,,1,1,,700000.00
1040,4 bedroom flat for rent,"1004 Estate, Victoria Island Extension, Victoria Island (VI), Lagos",Added on 20 Oct 2020,,2,1,,4200000.00
1041,5 bedroom flat for rent,"Royal Gardens Estate, Ajah, Lagos",Added on 20 Oct 2020,,4,4,,2500000.00
1042,2 bedroom flat for rent,"Destiny Homes Estate, Sangotedo, Ajah, Lagos",Added on 20 Oct 2020,,1,4,,500000.00
1043,Self contained (single rooms) for rent,"Beside Blenco, Olokonla, Ajah, Lagos",Added on 11 Aug 2020,,1,3,,300000.00
1044,3 bedroom flat for rent,"Awuse Estate, Opebi, Ikeja, Lagos",Added on 20 Oct 2020,,3,3,,30000000.00
1045,1 bedroom mini flat for rent,"Gbara Jakunde, Lekki Phase 1, Lekki, Lagos",Added on 20 Oct 2020,,1,1,,800000.00
1046,1 bedroom mini flat for rent,"Abijo Gra, Sangotedo, Ajah, Lagos",Added on 20 Oct 2020,,1,4,,400000.00
1047,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 19 Oct 2020,,1,3,,3500000.00
1048,1 bedroom mini flat for rent,"Ikoyi, Lagos",Added on 19 Oct 2020,,1,4,,15000000.00
1049,2 bedroom flat for rent,"Main Shapati Town Road, Shapati, Ibeju Lekki, Lagos",Added on 29 Oct 2019,,2,3,,800000.00
1050,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 19 Sep 2020,,2,1,,300000.00
1051,2 bedroom flat for rent,"Onosa, Ibeju Lekki, Lagos",Added on 19 Oct 2020,,1,2,,400000.00
1052,2 bedroom flat for rent,"Ariori Street, Off Branco Street, Mafoluku, Oshodi, Lagos",Added on 19 Oct 2020,,3,2,,750000.00
1053,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 19 Oct 2020,,3,4,,15000000.00
1054,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 19 Oct 2020,,4,2,,7000000.00
1055,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 19 Oct 2020,,1,2,,7000000.00
1056,3 bedroom flat for rent,"Lekki Right, Lekki, Lagos",Added on 19 Oct 2020,,3,4,,3500000.00
1057,Self contained (single rooms) for rent,"30c Chevron Alternative Route , Off Chevron Drive, Lekki, Lagos",Added on 19 Oct 2020,,2,2,,600000.00
1058,3 bedroom flat for rent,"Allen, Ikeja, Lagos",Added on 19 Oct 2020,,2,1,,2500000.00
1059,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 19 Oct 2020,,2,1,,8500000.00
1060,3 bedroom flat for rent,"Adjacent Domino Pizza, Agungi, Idado, Lekki, Lagos",Added on 07 Feb 2020,,2,1,,1600000.00
1061,2 bedroom flat for rent,"Ikate, Lekki, Lagos",Added on 19 Jun 2020,,4,2,,2000000.00
1062,1 bedroom flat for rent,"Lekki, Lagos",Added on 26 Jun 2020,,1,2,,1300000.00
1063,Self contained (single rooms) for rent,"Mobile Road, Ilaje, Ajah, Lagos",Added on 03 Jul 2020,,1,1,,300000.00
1064,3 bedroom flat for rent,"Thomas Estate, Ajah, Lagos",Added on 21 Sep 2020,,3,4,,1500000.00
1065,1 bedroom mini flat for rent,"By Dorren, Thomas Estate, Ajiwe, Ajah, Lagos",Added on 21 Sep 2020,,3,4,,700000.00
1066,Self contained (single rooms) for rent,"Osapa / Agungi Extension, Osapa, Lekki, Lagos",Added on 16 Oct 2020,,1,5,,300000.00
1067,3 bedroom flat for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",Added on 19 Oct 2020,,2,2,,4000000.00
1068,3 bedroom flat for rent,"Right Inside Of Lekki Free Trade Zone, Lekki Free Trade Zone, Lekki, Lagos",Added on 19 Oct 2020,,3,4,,
1069,3 bedroom flat for rent,"Off Alfred Rewane Road, Old Ikoyi, Ikoyi, Lagos",Added on 19 Oct 2020,,2,3,,6000000.00
1070,3 bedroom flat for rent,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos",Added on 19 Oct 2020,,4,3,,8000000.00
1071,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 16 Sep 2020,,,3,,3500000.00
1072,3 bedroom flat for rent,"Within Banana Island Estate, Banana Island, Ikoyi, Lagos",Added on 19 Oct 2020,,,3,,8000000.00
1073,3 bedroom flat for rent,"Lekki Right, Lekki, Lagos",Added on 19 Oct 2020,,,4,,4500000.00
1074,3 bedroom flat for rent,"Lekki Right, Lekki, Lagos",Added on 16 Oct 2020,,,1,,3500000.00
1075,3 bedroom flat for rent,"Lekki Right, Lekki, Lagos",Added on 08 Sep 2020,,,1,,5000000.00
1076,1 bedroom flat for rent,"Greenland Estate, Mende, Maryland, Lagos",Added on 19 Oct 2020,,,4,,1000000.00
1077,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 19 Oct 2020,,,4,,10000000.00
1078,2 bedroom flat for rent,"Fola Agoro, Yaba, Lagos",Added on 19 Oct 2020,,,2,,1000000.00
1079,1 bedroom mini flat for rent,"Onike, Yaba, Lagos",Added on 19 Oct 2020,,,3,,550000.00
1080,2 bedroom flat for rent,"Yaba, Lagos",,,,4,,1000000.00
1081,2 bedroom flat for rent,"Akoka, Yaba, Lagos",,,,3,,700000.00
1082,4 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",,,,4,,
1083,2 bedroom flat for rent,"Osapa, Lekki, Lagos",,,,,,1700000.00
1084,3 bedroom flat for rent,"Agungi, Lekki, Lagos",,,,,,2500000.00
1085,3 bedroom flat for rent,"James Olayinka Street, Igbo Oluwo Estate, Off Agric Road, Agric, Ikorodu, Lagos",,,,,,400000.00
1086,1 bedroom self contained (single rooms) for rent,"Chevron, Lekki, Lagos",,,,,,300000.00
1087,Self contained (single rooms) for rent,"Off Ligali Ayorinde., Victoria Island Extension, Victoria Island (VI), Lagos",,,,,,1000000.00
1088,Self contained (single rooms) for rent,"Ikota, Lekki, Lagos",,,,,,700000.00
1089,Self contained (single rooms) for rent,"Ikota, Lekki, Lagos",,,,,,850000.00
1090,Self contained (single rooms) for rent,"Ikota, Lekki, Lagos",,,,,,950000.00
1091,3 bedroom flat for rent,"Chevy View Estate, Lekki Expressway, Lekki, Lagos",,,,,,2400000.00
1092,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",,,,,,3500000.00
1093,2 bedroom flat for rent,"Spring Bay Estate, Ikate, Lekki, Lagos",,,,,,1800000.00
1094,2 bedroom flat for rent,"Off Jakande 1st Gate Market, Ilasan, Lekki, Lagos",,,,,,1500000.00
1095,1 bedroom flat for rent,"Ilaje, Ajah, Lagos",,,,,,250000.00
1096,3 bedroom flat for rent,"Behind Maryland Mall, Mende, Maryland, Lagos",,,,,,2000000.00
1097,3 bedroom flat for rent,"Ikate Elegushi, Lekki, Lagos",,,,,,3100000.00
1098,3 bedroom flat for rent,"Off, Allen, Ikeja, Lagos",,,,,,2000000.00
1099,2 bedroom flat for rent,"Igbogbo, Ikorodu, Lagos",,,,,,400000.00
1100,1 bedroom self contained (single rooms) for rent,"Badore, Ajah, Lagos",,,,,,350000.00
1101,1 bedroom mini flat for rent,"Idado, Lekki, Lagos",,,,,,1200000.00
1102,1 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",,,,,,5000000.00
1103,1 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",,,,,,5500000.00
1104,1 bedroom mini flat for rent,"Shapati, Bogije, Ibeju Lekki, Lagos",,,,,,400000.00
1105,1 bedroom mini flat for rent,"Shapati, Ibeju Lekki, Lagos",,,,,,400000.00
1106,3 bedroom flat for rent,"Unity Estate Cooperative Villa, Badore, Ajah, Lagos",,,,,,1500000.00
1107,1 bedroom mini flat for rent,"Atlantic View Estate, New Road, Igbo Efon, Lekki, Lagos",,,,,,800000.00
1108,1 bedroom self contained (single rooms) for rent,"Yaba, Lagos",,,,,,350000.00
1109,1 bedroom self contained (single rooms) for rent,"Yaba, Lagos",,,,,,350000.00
1110,1 bedroom self contained (single rooms) for rent,"Yaba, Lagos",,,,,,250000.00
1111,3 bedroom flat for rent,"Abraham Adesanya Estate, Ajiwe, Ajah, Lagos",,,,,,850000.00
1112,3 bedroom flat for rent,"Abraham Adesanya Estate, Ajiwe, Ajah, Lagos",,,,,,900000.00
1113,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",,,,,,400000.00
1114,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",,,,,,10000000.00
1115,3 bedroom flat for rent,"Parkview, Ikoyi, Lagos",,,,,,6000000.00
1116,4 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",,,,,,15000000.00
1117,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",,,,,,7000000.00
1118,1 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",,,,,,5000000.00
1119,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",,,,,,7500000.00
1120,2 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",,,,,,6000000.00
1121,2 bedroom flat for rent,"Awoyaya, Ibeju Lekki, Lagos",,,,,,700000.00
1122,2 bedroom flat for rent,"Divine Scholar Estate Bogije, Ibeju Lekki, Lagos",,,,,,650000.00
1123,2 bedroom flat for rent,"Ologolo, Lekki, Lagos",,,,,,1800000.00
1124,3 bedroom flat for rent,"Ikeja GRA, Ikeja, Lagos",,,,,,8000000.00
1125,1 bedroom self contained (single rooms) for rent,"Divine Homes, Thomas Estate, Ajah, Lagos",,,,,,500000.00
1126,Self contained (single rooms) for rent,"Close To Mega Chicken, Ikota, Lekki, Lagos",,,,,,450000.00
1127,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",,,,,,4500000.00
1128,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",,,,,,4000000.00
1129,1 bedroom mini flat for rent,"Goodnews Estate, Sangotedo, Ajah, Lagos",,,,,,600000.00
1130,2 bedroom flat for rent,"Close To Addo, Badore, Ajah, Lagos",,,,,,1050000.00
1131,3 bedroom flat for rent,"Addo Road, Ado, Ajah, Lagos",,,,,,1000000.00
1132,2 bedroom flat for rent,"Behind Jakande Shoprite, Osapa, Lekki, Lagos",,,,,,1700000.00
1133,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",,,,,,3000000.00
